က	ka̰
ခရစ္စမတ်	kʰəɹɪʔsəmaʔ
ခရစ်	kʰəɹɪʔ
ခရစ်တော်	kʰəɹɪʔtɔ̀
ခရစ်ယာန်	kʰəɹɪʔjàn
ခရမ်း	kʰəjáɴ
ခရမ်းချဉ်	kʰəjáɴdʑɪ̀ɴ
ခရမ်းသီး	kʰəjáɴθí
ခရာ	kʰəjà
ခရာမွှေး	kʰəjàm̥wé
ခရိုင်	kʰəjàɪɴ
ခရိုင်းမီးယား	kʰəɹáɪɴmíjá
ခရိုနီ	kʰəɹònì
ခရိုမီယမ်	kʰəɹòmìjàɴ
ခရိုအေးရှား	kʰəɹòʔéʃá
ခရိုး	kʰəjó
ခရီး	kʰəjí
ခရီးသည်	kʰəjíðè
ခရု	kʰəjṵ
ခရုဆီ	kʰəjṵzì
ခရုပက်ကျိ	kʰəjṵpɛʔtɕḭ
ခရေ	kʰəjè
ခရေပွင့်	kʰəjèbwɪ̰ɴ
ခလယ်	kʰəlɛ̀
ခလာသီ	kʰəlàθì
ခလုတ်	kʰəloʊʔ
ခလုတ်ခုံ	kʰəloʊʔkʰòʊɴ
ခဝါ	kʰəwà
ခဝါချ	kʰəwàtɕʰa̰
ခဝဲ	kʰəwɛ́
ခါ	kʰà
ခါကြက်ဥ	kʰàtɕɛʔʔṵ
ခါတွမ်း	kʰàtʊ́ɴ
ခါး	kʰá
ခါးပတ်	gəbaʔ
ခို	kʰò
ခိုင်း	kʰáɪɴ
ခိုဒါ	kʰòdà
ခိုလှုံခွင့်	kʰòl̥òʊɴgwɪ̰ɴ
ခိုး	kʰó
ခိုးစား	kʰósá
ခု	kʰṵ
ခုခံအားကျရောဂါ	kʰṵgàɴʔátɕa̰jɔ́gà
ခုနစ်	kʰʊ̀ɴn̥ɪʔ
ခုနစ်လ	kʰʊ̀ɴn̥əla̰
ခုန်	kʰòʊɴ
ခုံတန်းလျား	kʰòʊɴtáɴjá
ခုံရှည်	kʰòʊɴʃè
ခုံး	kʰóʊɴ
ခူး	kʰú
ခေတ္တ	kʰɪʔta̰
ခေတ်	kʰɪʔ
ခေမာရဋ္ဌ	kʰèmàjətʰa̰
ခေါက်	kʰaʊʔ
ခေါက်ဆွဲ	kʰaʊʔsʰwɛ́
ခေါက်ဆွဲဆိုင်	kʰaʊʔsʰwɛ́zàɪɴ
ခေါက်ဆွဲသုပ်	kʰaʊʔsʰwɛ́θoʊʔ
ခေါက်မုန့်	kʰaʊʔmo̰ʊɴ
ခေါင်း	kʰáʊɴ
ခေါင်း	gáʊɴ
ခေါင်းဆောင်	gáʊɴsʰàʊɴ
ခေါင်းဆောင်	gáʊɴzàʊɴ
ခေါင်းပေါင်း	gáʊɴbáʊɴ
ခေါင်းလောင်း	kʰáʊɴláʊɴ
ခေါင်းလျှော်ရည်	gáʊɴʃɔ̀jè
ခေါင်းအုံး	gáʊɴʔóʊɴ
ခေါပုတ်	kʰɔ́boʊʔ
ခေါပျဉ်	kʰɔ́bjɪ̀ɴ
ခေါ်	kʰɔ̀
ခေး	kʰé
ခဲ	kʰɛ́
ခဲတံ	kʰɛ́dàɴ
ခဲဖျက်	kʰɛ́bjɛʔ
ခဲယဉ်း	kʰɛ́jɪ́ɴ
ခဲယမ်းမီးကျောက်	kʰɛ́jáɴmídʑaʊʔ
ခဲအို	kʰɛ́ʔò
ခဲ့	kʰɛ̰
ခဲ့	gɛ̰
ခံ	kʰàɴ
ခံစား	kʰàɴzá
ခံတပ်	kʰàɴdaʔ
ခံတောင်း	kʰàɴdáʊɴ
ခံမြို့	kʰàɴmjo̰
ခံယူချက်	kʰàɴjùdʑɛʔ
ချ	tɕʰa̰
ချက်	tɕʰɛʔ
ချက်ကိုဆလိုဗားကီးယား	tɕʰɛʔkòsʰəlòbákíjá
ချက်ကြိုး	tɕʰɛʔtɕó
ချက်ချင်း	tɕʰɛʔtɕʰɪ́ɴ
ချက်မြှုပ်	tɕʰɛʔm̥joʊʔ
ချက်သမ္မတနိုင်ငံ	tɕʰɛʔθəməda̰nàɪɴŋàɴ
ချင်	tɕʰɪ̀ɴ
ချင်း	dʑɪ́ɴ
ချင်း	tɕʰɪ́ɴ
ချင်းတွင်း	tɕʰɪ́ɴdwɪ́ɴ
ချင်းမိုင်	tɕʰɪ́ɴmàɪɴ
ချင်းသုပ်	dʑɪ́ɴðoʊʔ
ချစ်	tɕʰɪʔ
ချစ်ခင်	tɕʰɪʔkʰɪ̀ɴ
ချစ်တီး	tɕʰɪʔtí
ချစ်သူ	tɕʰɪʔθù
ချဉ်	tɕʰɪ̀ɴ
ချဉ်ပေါင်	tɕʰɪ̀ɴbàʊɴ
ချဉ်ဖတ်	tɕʰɪ̀ɴbaʔ
ချဉ်ဖတ်တည်	tɕʰɪ̀ɴbaʔtɛ̀
ချည်	tɕʰì
ချည်မန်းကွင်း	tɕʰìmáɴgwɪ́ɴ
ချည်လုံး	tɕʰìlóʊɴ
ချဒ်	tɕʰàd
ချပါတီ	tɕʰəpàtì
ချပ်	dʑaʔ
ချမ်း	tɕʰáɴ
ချမ်းသာ	tɕʰáɴðà
ချယ်ရီ	tɕʰɛ̀ɹì
ချာတိတ်	tɕʰàteɪʔ
ချားလ်	tɕʰál
ချိတ်	dʑeɪʔ
ချိန်တာရာ	tɕʰèɪɴtàjà
ချိပ်	tɕʰeɪʔ
ချို	dʑò
ချို	tɕʰò
ချိုချဉ်	tɕʰòtɕʰɪ̀ɴ
ချိုချဉ်ကြော်	tɕʰòtɕʰɪ̀ɴdʑɔ̀
ချိုင်း	dʑáɪɴ
ချိုင်းထောက်	dʑáɪɴdaʊʔ
ချိုး	tɕʰó
ချီဆီနော	tɕʰìsʰìnɔ́
ချီလီ	tɕʰìlì
ချီး	tɕʰí
ချုပ်	tɕʰoʊʔ
ချူးအင်းဂမ်း	tɕʰúʔɪ́ɴgáɴ
ချေ	dʑè
ချေ	dʑì
ချေ	tɕʰè
ချေ	tɕʰì
ချော	tɕʰɔ́
ချောကလက်	tɕʰɔ́kəlɛʔ
ချောက်	tɕʰaʊʔ
ချောင်	tɕʰàʊɴ
ချောင်း	tɕʰáʊɴ
ချောင်းဆိုး	tɕʰáʊɴsʰó
ချောင်းဆိုး	tɕʰáʊɴzó
ချော်	tɕʰɔ̀
ချေး	tɕʰí
ချေးငွေ	tɕʰíŋwè
ချေးထုပ်	tɕʰétʰoʊʔ
ချေးပါ	tɕʰépà
ချဲ့	tɕʰɛ̰
ချဲ့ချဲ့	tɕʰɛ̰dʑɛ̰
ချွတ်	tɕʰʊʔ
ချွန်	tɕʰʊ̀ɴ
ချွန်ထက်	tɕʰʊ̀ɴtʰɛʔ
ချွေး	tɕʰwé
ချွေးမ	tɕʰwéma̰
ချွံချွံ	tɕʰʊ̀ɴdʑʊ̀ɴ
ခြ	tɕʰa̰
ခြင်	tɕʰɪ̀ɴ
ခြင်း	tɕʰɪ́ɴ
ခြင်းလုံး	tɕʰɪ́ɴlóʊɴ
ခြင်္သေ့	tɕʰɪ̀ɴðḛ
ခြင်္သေ့ကလေး	tɕʰɪ̀ɴðḛgəlé
ခြင်္သေ့မ	tɕʰɪ̀ɴðḛma̰
ခြစ်	tɕʰɪʔ
ခြည်	tɕʰì
ခြတောင်ပို့	tɕʰa̰tàʊɴbo̰
ခြမ်း	tɕʰáɴ
ခြား	tɕʰá
ခြားနား	tɕʰáná
ခြားနားချက်	tɕʰánádʑɛʔ
ခြိုက်	tɕʰaɪʔ
ခြေ	tɕʰè
ခြေစွပ်	tɕʰèzʊʔ
ခြေထောက်	tɕʰèdaʊʔ
ခြေနင်း	tɕʰènɪ́ɴ
ခြေဖနောင့်	tɕʰèbəna̰ʊɴ
ခြေဖဝါး	tɕʰèbəwá
ခြေသည်း	tɕʰèðé
ခြေအိတ်	tɕʰèʔeɪʔ
ခြောက်	tɕʰaʊʔ
ခြောက်လ	tɕʰaʊʔla̰
ခြံ	tɕʰàɴ
ခြွေ	tɕʰwè
ခွက်	kʰwɛʔ
ခွင့်	kʰwɪ̰ɴ
ခွင့်လွှတ်	kʰwɪ̰ɴl̥ʊʔ
ခွင်	kʰwɪ̀ɴ
ခွင်	gwɪ̀ɴ
ခွဆုံ	gwa̰zòʊɴ
ခွန်	kʰʊ̀ɴ
ခွန်း	kʰʊ́ɴ
ခွာ	kʰwà
ခွာနာလျှာနာ	kʰwànàʃànà
ခွေ	kʰwè
ခွေး	kʰwé
ခွေးမ	kʰwéma̰
ခွေးမသား	kʰwéma̰ðá
ခွေးရူးပြန်ရောဂါ	kʰwéjúbjàɴjɔ́gà
ခွေးသူတောင်းစား	kʰwéðədáʊɴzá
ခွေးအ	kʰwéʔa̰
ခွေးအိမ်	kʰwéʔèɪɴ
ခွဲ	kʰwɛ́
ခွံ	kʰʊ̀ɴ
ခွံဝါသီးမွှေး	kʰʊ̀ɴwàθím̥wé
ဂ	ga̰
ဂငယ်	ga̰ŋɛ̀
ဂငယ်ကွေ့	ga̰ŋɛ̀gwḛ
ဂင်းနီဗစ်ဆော	gɪ́ɴnìbɪʔsʰɔ́
ဂင်္ဂါ	gɪ̀ɴgà
ဂဏန်း	gənáɴ
ဂဏန်းတွက်စက်	gənáɴtwɛʔsɛʔ
ဂန္ထဗေဒ	gàɴtʰa̰bèda̰
ဂန္ထဝင်	gàɴdəwɪ̀ɴ
ဂန္ဒမာ	gàɴdəmà
ဂန္ဓာရ	gàɴdàɹa̰
ဂန္ဓာရုံ	gàɴdàjòʊɴ
ဂန်ဂျာ	gàɴdʑà
ဂန်ဒူး	gàɴdú
ဂမ္ဘီရ	gàɴbìja̰
ဂမ်ဘီယာ	gàɴbìjà
ဂယ်လက်ဆီ	gɛ̀lɛʔsʰì
ဂရင်းလန်	gəɹɪ́ɴlàɴ
ဂရပ်	gəɹaʔ
ဂရမ်	gəɹàɴ
ဂရိ	gəɹḭ
ဂရိတ်ဗြိတိန်	gəɹeɪʔbəɹḭtèɪɴ
ဂရု	gəjṵ
ဂရုစိုက်	dəθa̰pàɹəmì
ဂလင်း	gəlɪ́ɴ
ဂဠုန်	gəlòʊɴ
ဂါထာ	gàtʰà
ဂါနာ	gànà
ဂါဘွန်	gàbʊ̀ɴ
ဂိတ်	geɪʔ
ဂိတ်ဆုံး	geɪʔsʰóʊɴ
ဂိမှာန်	gèɪɴm̥àɴ
ဂိရိမေခလာ	gḭɹḭmèkʰəlà
ဂိလာန	gḭlàna̰
ဂိုင်ယာနာ	gàɪɴjànà
ဂိုဏ်း	gón
ဂိုဏ်းချုပ်	gáɪɴdʑoʊʔ
ဂိုဏ်းထောက်	góndaʊʔ
ဂိုဏ်းအုပ်	gónʔoʊʔ
ဂိုဒေါင်	gòdàʊɴ
ဂီတ	gìta̰
ဂီတပညာ	gìta̰pjɪ̀ɴɲà
ဂီတသမား	gìta̰ðəmá
ဂီတာ	gìtà
ဂီနီ	gìnì
ဂီရိ	gìjḭ
ဂုဏ်	gòʊɴ
ဂုန္တန်	gòʊɴdàɴ
ဂုန်နီအိတ်	gòʊɴnìʔeɪʔ
ဂုရု	gṵɹṵ
ဂူ	gù
ဂေဟဗေဒ	gèha̰ta̰bèda̰
ဂေဟာ	gèhà
ဂေါက်	gaʊʔ
ဂေါတမ	gɔ́təma̰
ဂေါတမဘုရား	gɔ́təma̰pʰəjá
ဂေါပက	gɔ́pəka̰
ဂေါပကအဖွဲ့	gɔ́pəka̰ʔəpʰwɛ̰
ဂေါ်	gɔ̀
ဂေါ်ဖီ	gɔ̀bì
ဂေါ်ဖီထုပ်	gɔ̀bìdoʊʔ
ဂေါ်ဖီပန်း	gɔ̀bìpáɴ
ဂေါ်မိတ်	gɔ̀meɪʔ
ဂေါ်ရခါး	gɔ̀ɹəkʰá
ဂေါ်ရခါးသီး	gɔ̀jəkʰáθí
ဂေါ်လီ	gɔ̀lì
ဂေးရှား	géʃá
ဂံ	gàɴ
ဂျက်	dʑɛʔ
ဂျက်လေယာဉ်	dʑɛʔlèjɪ̀ɴ
ဂျင်	dʑɪ̀ɴ
ဂျင်နရေတာ	dʑɪ̀ɴnəɹètà
ဂျင်းဘောင်းဘီ	dʑɪ́ɴbáʊɴbì
ဂျပန်	dʑəpàɴ
ဂျမေကာ	dʑəmèkà
ဂျလေဘီ	dʑəlèbì
ဂျာမနီ	dʑàmənì
ဂျာမန်	dʑàmàɴ
ဂျိုး	dʑó
ဂျီ	dʑì
ဂျီဘူတီ	dʑìbùtì
ဂျီဩမေတြီ	dʑìʔɔ́mètɹì
ဂျုတ်	dʑoʊʔ
ဂျုံ	dʑòʊɴ
ဂျုံမှုန့်	dʑòʊɴm̥o̰ʊɴ
ဂျူဘာ	dʑùbà
ဂျူလိုင်	dʑùlàɪɴ
ဂျူး	dʑú
ဂျူးဘာသာ	dʑúbàðà
ဂျေ	dʑè
ဂျေရုဆလင်	dʑèɹṵsʰa̰lɪ̀ɴ
ဂျော့ခ်ျ	dʑɔ̰tɕʰə
ဂျော်ဂျီယာ	dʑɔ̀dʑìjà
ဂျော်ဒန်	dʑɔ̀dàɴ
ဂျော်နီ	dʑɔ̀nì
ဂြိုဟ်	dʑò
ဂြိုဟ်တု	dʑòdṵ
ဂွမ်း	gʊ́ɴ
ဂွါတီမာလာ	gwàtìmàlà
ဂွေး	gwé
ဃ	ga̰
ဃကြီး	ga̰dʑí
င	ŋa̰
ငချိတ်	ŋətɕʰeɪʔ
ငတ်	ŋaʔ
ငန်	ŋàɴ
ငန်း	ŋáɴ
ငယ်	ŋɛ̀
ငရုတ်	ŋəjoʊʔ
ငရုတ်ကောင်း	ŋəjoʊʔgáʊɴ
ငရုတ်ဆီ	ŋəjoʊʔsʰì
ငရုတ်မှုန့်	ŋəjoʊʔm̥o̰ʊɴ
ငရဲ	ŋəjɛ́
ငရဲကြီးရှစ်ထပ်	ŋəjɛ́dʑíʃɪʔtʰaʔ
ငရဲမင်း	ŋəjɛ́mɪ́ɴ
ငရဲသား	ŋəjɛ́ðá
ငလျင်	ŋəljɪ̀ɴ
ငါ	ŋà
ငါတို့	ŋàto̰
ငါ့	ŋa̰
ငါး	ŋá
ငါးကျပ်တင်	ŋátɕaʔtɪ̀ɴ
ငါးကြင်း	ŋádʑɪ́ɴ
ငါးခူ	ŋəkʰù
ငါးပါးသီလ	ŋábáθìla̰
ငါးပိ	ŋəpḭ
ငါးပိထောင်း	ŋápḭtʰáʊɴ
ငါးပိရည်	ŋəpḭjè
ငါးပုဏ္ဏား	ŋəpòʊɴná
ငါးပေါင်းထုပ်	ŋəbáʊɴdoʊʔ
ငါးဖန်ခွက်	ŋəpʰàɴgwɛʔ
ငါးဖယ်	ŋəpʰɛ̀
ငါးဖျင်းသလက်	ŋəpʰjɪ́ɴθəlɛʔ
ငါးမန်း	ŋəmáɴ
ငါးမုန့်	ŋámo̰ʊɴ
ငါးမူး	ŋámú
ငါးမျှားတံ	ŋəm̥jádàɴ
ငါးမြစ်ချင်း	ŋəmjɪʔtɕʰɪ́ɴ
ငါးရံ့	ŋəja̰ɴ
ငါးလ	ŋála̰
ငါးသလောက်	ŋəθəlaʊʔ
ငါးသလောက်ပေါင်း	ŋəθəlaʊʔbáʊɴ
ငါးဥ	ŋáʔṵ
ငို	ŋò
ငု	ŋṵ
ငုစပ်	ŋṵzaʔ
ငုပ်	ŋoʊʔ
ငုသိမ်	ŋṵðèɪɴ
ငုံး	ŋóʊɴ
ငူတူတူ	ŋùtùdù
ငံ	ŋàɴ
ငံပြာရည်	ŋàɴbjàjè
ငြင်း	ɲɪ́ɴ
ငြမ်း	ɲáɴ
ငြာ	ɲà
ငြိမ်းချမ်းရေး	ɲéɪɴdʑáɴjé
ငြိမ်းချမ်းရေးဝါဒ	ɲéɪɴdʑáɴjèwàda̰
ငွေ	ŋwè
ငွေကိုင်	ŋwèkàɪɴ
ငွေကြေး	ŋwètɕé
ငွေစက္ကူ	ŋwèsɛʔkù
ငွေသား	ŋwèðá
ငွေ့ငွေ့	ŋwḛŋwḛ
ငှက်	ŋ̊ɛʔ
ငှက်ကုလားအုတ်	ŋ̊ɛʔkəláʔoʊʔ
ငှက်ဆိုး	ŋ̊ɛʔsʰó
ငှက်ပျော	ŋəpjɔ́
ငှက်ပျောပေါင်း	ŋ̊əbjɔ́báʊɴ
ငှက်ဖျား	ŋ̊ɛʔpʰjá
ငှက်သိုက်	ŋ̊ɛʔθaɪʔ
ငှါး	ŋ̊á
ငှား	ŋ̊á
စ	sa̰
စက	zəga̰
စကင်ဒီနေးဗီးယား	səkɪ̀ɴdìnébíjá
စကတ်	səkaʔ
စကား	zəgá
စကားထာ	zəgətʰà
စကားနည်းရန်စဲ	zəgánɛ́jàɴzɛ́
စကားပုံ	zəgəbòʊɴ
စကားပြန်	zəgəbjàɴ
စကားပြောကြေးနန်း	zəgábjɔ́tɕénáɴ
စကားလုံး	zəgəlóʊɴ
စကားဝှက်	zəgəʍɛʔ
စကော့တလန်	səkɔ̰təlàɴ
စက္ကန့်	sɛʔka̰ɴ
စက္ကရီတေရီ	sɛʔkəɹìtèjì
စက္ကူ	sɛʔkù
စက်	sɛʔ
စက်ကိရိယာ	sɛʔkəɹḭjà
စက်ခေါင်း	sɛʔgáʊɴ
စက်ဆရာ	sɛʔsʰəjà
စက်ဆုပ်	sɛʔsʰoʊʔ
စက်တင်ဘာ	sɛʔtɪ̀ɴbà
စက်တော်ခေါ်	sɛʔdɔ̀kʰɔ̀
စက်ဘီး	sɛʔbéɪɴ
စက်ရုပ်	sɛʔjoʊʔ
စက်ရုံ	sɛʔjòʊɴ
စက်လှေကား	sɛʔl̥ègá
စက်သုံးဆီဆိုင်	sɛʔθóʊɴsʰìsʰàɪɴ
စက်သေနတ်	sɛʔθənaʔ
စကျင်	sədʑɪ̀ɴ
စကျင်ကျောက်	sədʑɪ̀ɴtɕaʊʔ
စကြဝဠာ	sɛʔtɕàwəlà
စကြာ	sɛʔtɕà
စကြာမုန့်	sɛʔtɕàmo̰ʊɴ
စကြာဝဠာဗေဒ	sɛʔtɕàwəlàbèda̰
စခန်း	səkʰáɴ
စင်	sɪ̀ɴ
စင်ကာပူ	sɪ̀ɴgəpù
စင်စင်	sɪ̀ɴzɪ̀ɴ
စင်တီမီတာ	sɪ̀ɴtìmìtà
စင်း	sɪ́ɴ
စင်္ကာပူ	sɪ̀ɴgəpù
စင်္ကြံ	zɪ́ɴdʑàɴ
စစ်	sɪʔ
စစ်ကိုင်း	zəgáɪɴ
စစ်ကဲ	sɪʔkɛ́
စစ်ခွေး	sɪʔkʰwé
စစ်ဆင်ရေး	sɪʔsʰɪ̀ɴjé
စစ်တန်းလျား	sɪʔtáɴjá
စစ်တပ်	sɪʔtaʔ
စစ်တလင်း	sɪʔtəlɪ́ɴ
စစ်တုရင်	sɪʔbəjɪ̀ɴ
စစ်တောင်း	sɪʔtáʊɴ
စစ်တွေ	sɪʔtwè
စစ်ဗိုလ်	sɪʔbò
စစ်မြေပြင်	sɪʔmjèbjɪ̀ɴ
စစ်ဝါဒ	sɪʔwàda̰
စစ်သင်္ဘော	sɪʔθɪ̀ɴbɔ́
စစ်သမီး	sɪʔθəmí
စစ်သား	sɪʔθá
စစ်အာဏာရှင်ဝါဒ	sɪʔʔànàʃɪ̀ɴwàda̰
စစ်အုပ်ချုပ်ရေးအမိန့်	sɪʔʔoʊʔtɕʰoʊʔjéʔəmḛɪɴ
စစ်အေး	sɪʔʔé
စစ်အေးတိုက်ပွဲ	sɪʔʔétaɪʔpwɛ́
စဉ်	sɪ̀ɴ
စဉ်းစား	sɪ́ɴzá
စဉ်းဝါး	sɪ́ɴwá
စည့်	sḭ
စည်	sì
စည်ပိုင်း	sìbáɪɴ
စည်ဖောင်း	sìbáʊɴ
စည်သူ	sìðù
စည်း	sí
စည်းပုံ	síbòʊɴ
စည်းလုံး	sílóʊɴ
စည်းလုံးညီညွတ်မှု	sílóʊɴɲìɲʊʔm̥ṵ
စတစ်ကာ	sətɪʔkà
စတိ	zədḭ
စတိတ်ရှိုး	səteɪʔʃó
စတိုး	sətó
စတီရီယို	sətìɹìjò
စတီရီယိုတေးစီးရီး	sətìɹìjòtésíɹí
စတု	zətṵ
စတုဂံ	sətṵgàɴ
စတုတ္ထ	zədoʊʔtʰa̰
စတုဒိသာ	sətṵdḭθà
စတုမဟာရာဇ်	sətṵməhàjɪʔ
စတုရန်း	sətṵjáɴ
စတေဒီယံ	sətèdìjàɴ
စနစ်	sənɪʔ
စနေ	sənè
စနေဂြိုဟ်	sənèdʑò
စန္ဒရား	sàɴdəjá
စန္ဒာ	sàɴdà
စန္ဒီ	sàɴdì
စန္ဒြမာသ	sàɴdɹa̰màθa̰
စန္ဒြာ	sàɴdɹà
စန်း	sáɴ
စပ	sa̰pa̰
စပယ်ရာ	səpɛ̀jà
စပါး	zəbá
စပါးကျီ	zəbədʑì
စပါးလင်	zəbəlɪ̀ɴ
စပိန်	səpèɪɴ
စပ်	saʔ
စပ်စု	saʔsṵ
စပျစ်	zəbjɪʔ
စပျစ်စေ့ဆီ	zəbjɪʔsḛzì
စပျစ်သီး	zəbjɪʔθí
စပွတ်နစ်	səpʊʔnɪʔ
စမတ်	səmaʔ
စမတ်ကျ	səmaʔtɕa̰
စမုန်	səmòʊɴ
စမုန်စပါး	səmòʊɴzəbá
စမုန်နက်	səmòʊɴnɛʔ
စမုန်ဖြူ	səmòʊɴpʰjù
စမူဆာ	səmùzà
စမူဆာသုပ်	səmùzàθoʊʔ
စမ်း	sáɴ
စမြိတ်	səmjeɪʔ
စရန်	səjàɴ
စရာ	səjà
စရိတ်	zəjeɪʔ
စရိုက်	zəjaɪʔ
စလုံး	sa̰lóʊɴ
စလွယ်	səlwè
စအို	səʔò
စာ	sà
စာကိုယ်	sàgò
စာကြည့်တိုက်	sàtɕḭdaɪʔ
စာကြည့်တိုက်မှူး	sàtɕḭdaɪʔm̥ú
စာချန်မှတ်	sàdʑàɴm̥aʔ
စာချုပ်	sətɕʰoʊʔ
စာစီစာကုံး	sàsìsàgóʊɴ
စာစောင်	sàzàʊɴ
စာဆို	sàzò
စာတမ်းငယ်	sàdáɴŋɛ̀
စာတိုက်	sàdaɪʔ
စာတိုက်သေတ္တာ	sàdaɪʔθɪʔtà
စာပို့	sàbo̰
စာပို့	sàpo̰
စာပို့လုလင်	sàpo̰lṵlɪ̀ɴ
စာပုံး	sàbóʊɴ
စာပေ	sàpè
စာဖတ်	sàpʰaʔ
စာမရီ	sàməjì
စာမေးပွဲ	sàmébwɛ́
စာမျက်နှာ	sàmjɛʔn̥à
စာမွဲ	səmwɛ́
စာရင်း	səjɪ́ɴ
စာရင်းကိုင်	səjɪ́ɴgàɪɴ
စာရင်းကိုင်ပညာ	səjɪ́ɴgàɪɴpjɪ̀ɴɲà
စာရင်းအင်း	sàjɪ́ɴʔɪ́ɴ
စာရင်းအင်းပညာ	səjɪ́ɴʔɪ́ɴpjɪ̀ɴɲà
စာရေး	səjé
စာရေးဆရာ	sàjésʰəjà
စာရွက်စာတမ်း	sàjwɛʔsàdáɴ
စာလုံးပေါင်းသတ်ပုံ	səlóʊɴbáʊɴθaʔpòʊɴ
စာသင်ခန်း	sàθɪ̀ɴgáɴ
စာသား	sàðá
စာအိတ်	sàʔeɪʔ
စာအုပ်	sàʔoʊʔ
စာအုပ်ဆိုင်	sàʔoʊʔsʰàɪɴ
စား	sá
စားကျက်	zədʑɛʔ
စားချဉ့်ပြန်	sətɕʰɪ̰ɴpjàɴ
စားစရာ	sázəjà
စားတော်ခေါ်	sádɔ̀kʰɔ̀
စားတော်ဆက်	sádɔ̀sʰɛʔ
စားတော်ဆက်	sádɔ̀zɛʔ
စားတော်ပဲ	zədɔ̀bɛ́
စားပြီးပြီလား	sápíbìlá
စားပွဲ	sábwɛ́
စားပွဲ	zəbwɛ́
စားပွဲထိုး	zábwɛ́dó
စားဖို	səpʰò
စားဖိုဆောင်	səpʰòzàʊɴ
စားမြုံ့ပြန်	səmjo̰ʊɴpjàɴ
စားလဒ်	sálaʔ
စားဝတ်နေရေး	sáwʊʔnèjé
စားသုံးသူ	sáθóʊɴðù
စားသုံးသူသမဝါယမ	sáθóʊɴðəma̰wàjəma̰
စားသောက်ဆိုင်	sáθaʊʔsʰàɪɴ
စားအုန်းဆီ	sáʔóʊɴzì
စိတ္တဇ	seɪʔdəza̰
စိတ္တဇပန်းချီ	seɪʔdəza̰bədʑì
စိတ္တဇရောဂါ	seɪʔdəza̰jɔ́gà
စိတ္တဗေဒ	seɪʔta̰bèda̰
စိတ်	seɪʔ
စိတ်ကူး	seɪʔkú
စိတ်ကူးဉာဏ်	seɪʔkúɲàn
စိတ်ကျန်းမာရေး	seɪʔtɕáɴmàjé
စိတ်ဆိုး	seɪʔsʰó
စိတ်ဓာတ်	seɪʔdàt
စိတ်ပညာ	seɪʔpjɪ̀ɴɲà
စိတ်မှတ်	seɪʔm̥aʔ
စိတ်ရောဂါ	seɪʔjɔ́gà
စိန်	sèɪɴ
စိန်တစ်လုံး	sèɪɴtəlóʊɴ
စိန်ဖြူ	sèɪɴpʰjù
စိမ့်	sḛɪɴ
စိမ်း	séɪɴ
စိမ်းစားဥ	séɪɴzáʔṵ
စို	sò
စိုက်	saɪʔ
စိုက်ခင်း	saɪʔkʰɪ́ɴ
စိုက်ပျိုးရေး	saɪʔpjójé
စိုင်ပြင်	sàɪɴpjɪ̀ɴ
စိုင်း	sáɪɴ
စိုထိုင်း	sòtʰáɪɴ
စို့	so̰
စိုး	só
စီဒီ	sìdì
စီလုံ	sìlòʊɴ
စီလုံတီး	sìlòʊɴtí
စီး	sí
စီးကရက်	síkəɹɛʔ
စီးကလိပ်	síkəleɪʔ
စီးနင်း	sínɪ́ɴ
စီးနိတ်	síneɪʔ
စီးပွား	síbwá
စီးပွားရေး	síbwájé
စီးပွားရေးသမား	síbwájéðəmá
စီးရီး	síɹí
စုက္ကတေး	soʊʔkəté
စုစုပေါင်း	sṵzṵbáʊɴ
စုဏ္ဏိယ	sòʊɴnḭja̰
စုတ်	soʊʔ
စုန်း	sóʊɴ
စုပ်	soʊʔ
စုပ်စုပ်	soʊʔsoʊʔ
စုလျား	sṵjá
စုံ	sòʊɴ
စုံစမ်း	sòʊɴzáɴ
စုံထောက်	sòʊɴdaʊʔ
စုံဖက်	sòʊɴpʰɛʔ
စူပါမားကတ်	sùpəmákaʔ
စူးစူး	súzú
စေတနာ	sèdənà
စေတနာရှင်	sèdənàʃɪ̀ɴ
စေတီ	zèdì
စော	sɔ́
စောက်	saʊʔ
စောင့်	sa̰ʊɴ
စောင်	sàʊɴ
စောင်း	sáʊɴ
စောင်းလျား	záʊɴjá
စောစလာ	sɔ́səlà
စောစော	sɔ́zɔ́
စောပြာ	sɔ́bjà
စောဥမ္မာ	sɔ́ʔòʊɴmà
စော်	sɔ̀
စော်ဘွား	sɔ̀bwá
စေ့စပ်	sḛzaʔ
စေ့စပ်ရေး	sḛzaʔjé
စဲ	sɛ́
စံ	sàɴ
စံကား	zəgá
စံပယ်	zəbɛ̀
စံပါ	sàɴpà
စွင့်	swɪ̰ɴ
စွတ်	sʊʔ
စွတ်စွတ်နာ	sʊʔsʊʔnà
စွတ်ဖါး	sʊʔpʰá
