abadanlıq	ɑbɑdɑnɫɯχ
yuvarlamaq	juvɑrɫɑmɑχ
yuvarlanmaq	juvɑrːamːɑx
yuvarlanmaq	juvɑrɫɑnmɑχ
yuvarlaq	juvɑrːɑx
yuvarlaq	juvɑrɫɑχ
yuva	uvɑ
yüyürmək	jyjyrmæc
yüyürmək	jyjyrmæj
yüzüncü	jyzyndʒy
zabit	zɑːbit
zadəgan	zɑːdæɟɑn
zad	zɑd
zahiri	zɑːhiri
zahı	zɑhɯ
zamanı	zɑmɑnɯ
zaman	zɑmɑn
zaqafqaziya	zɑgɑfgɑzjɑ
zavod	zɑvod
zəfəran	zæfærɑn
zəfər	zæfæɾ
zəhərli	zæhærːi
zəhərli	zæhærli
zəhmət	zæhmæt
zəhrimar	zæhirmɑr
zəhrimar	zæhrimɑr
zəiflik	zæifliç
zəiflik	zæiflij
zəif	zæif
zəlzələ	zælzælæ
zəmanə	zæmɑːnæ
zəncəfil	zændzæfil
zəncəfil	zændʒæfil
zəncirvari	zændzirvɑːri
zəncirvari	zændʒirvɑːri
zəncir	zændzir
zəncir	zændʒir
zəngin	zændʒin
zəngin	zæŋgin
zən	zæn
zərər	zærær
zərgər	zærɟær
zərurət	zæruːræt
zidd	zid
zirinc	zirindz
zirinc	zirindʒ
ziyadə	zijɑːdæ
ziyafət	zijɑfæt
ziyil	zijil
zökəm	zœcæm
zorakılıq	zorɑkɯlɯχ
zorlamaq	zorːɑmɑχ
zorlamaq	zorɫɑmɑχ
zorlama	zorːɑmɑ
zorlama	zorɫɑmɑ
zorla	zorːɑ
zorla	zorɫɑ
